"[BAG]Баг, хороо","Баг, хороо",[AGE_GROUP5]Насны бүлэг,Насны бүлэг,2020 Жил,code
3417655,"3-р баг, Баянтуул",3,5-9,65,417655
3417655,"3-р баг, Баянтуул",4,10-14,47,417655
3417655,"3-р баг, Баянтуул",5,15-19,40,417655
3417655,"3-р баг, Баянтуул",6,20-24,40,417655
3417655,"3-р баг, Баянтуул",7,25-29,28,417655
3417655,"3-р баг, Баянтуул",8,30-34,38,417655
3417655,"3-р баг, Баянтуул",9,35-39,46,417655
3417655,"3-р баг, Баянтуул",10,40-44,54,417655
3417655,"3-р баг, Баянтуул",11,45-49,31,417655
3417655,"3-р баг, Баянтуул",12,50-54,30,417655
3417655,"3-р баг, Баянтуул",13,55-59,25,417655
3417655,"3-р баг, Баянтуул",14,60-64,26,417655
3417655,"3-р баг, Баянтуул",15,65-69,14,417655
3417655,"3-р баг, Баянтуул",16,70+,14,417655
3417657,"4-р баг, Хушинга",2,0-4,73,417657
3417657,"4-р баг, Хушинга",3,5-9,62,417657
3417657,"4-р баг, Хушинга",4,10-14,57,417657
3417657,"4-р баг, Хушинга",5,15-19,38,417657
3417657,"4-р баг, Хушинга",6,20-24,39,417657
3417657,"4-р баг, Хушинга",7,25-29,45,417657
3417657,"4-р баг, Хушинга",8,30-34,43,417657
3417657,"4-р баг, Хушинга",9,35-39,44,417657
3417657,"4-р баг, Хушинга",10,40-44,44,417657
3417657,"4-р баг, Хушинга",11,45-49,32,417657
3417657,"4-р баг, Хушинга",12,50-54,30,417657
3417657,"4-р баг, Хушинга",13,55-59,36,417657
3417657,"4-р баг, Хушинга",14,60-64,20,417657
3417657,"4-р баг, Хушинга",15,65-69,13,417657
3417657,"4-р баг, Хушинга",16,70+,16,417657
3417659,"5-р баг, Тамган",2,0-4,173,417659
3417659,"5-р баг, Тамган",3,5-9,157,417659
3417659,"5-р баг, Тамган",4,10-14,115,417659
3417659,"5-р баг, Тамган",5,15-19,109,417659
3417659,"5-р баг, Тамган",6,20-24,120,417659
3417659,"5-р баг, Тамган",7,25-29,112,417659
3417659,"5-р баг, Тамган",8,30-34,112,417659
3417659,"5-р баг, Тамган",9,35-39,98,417659
3417659,"5-р баг, Тамган",10,40-44,93,417659
3417659,"5-р баг, Тамган",11,45-49,80,417659
3417659,"5-р баг, Тамган",12,50-54,77,417659
3417659,"5-р баг, Тамган",13,55-59,68,417659
3417659,"5-р баг, Тамган",14,60-64,69,417659
3417659,"5-р баг, Тамган",15,65-69,38,417659
3417659,"5-р баг, Тамган",16,70+,65,417659
3417951,"1-р баг, Баян-Уул",2,0-4,79,417951
3417951,"1-р баг, Баян-Уул",3,5-9,74,417951
3417951,"1-р баг, Баян-Уул",4,10-14,66,417951
3417951,"1-р баг, Баян-Уул",5,15-19,42,417951
3417951,"1-р баг, Баян-Уул",6,20-24,54,417951
3417951,"1-р баг, Баян-Уул",7,25-29,66,417951
3417951,"1-р баг, Баян-Уул",8,30-34,40,417951
3417951,"1-р баг, Баян-Уул",9,35-39,48,417951
3417951,"1-р баг, Баян-Уул",10,40-44,38,417951
3417951,"1-р баг, Баян-Уул",11,45-49,45,417951
3417951,"1-р баг, Баян-Уул",12,50-54,46,417951
3417951,"1-р баг, Баян-Уул",13,55-59,29,417951
3417951,"1-р баг, Баян-Уул",14,60-64,25,417951
3417951,"1-р баг, Баян-Уул",15,65-69,10,417951
3417951,"1-р баг, Баян-Уул",16,70+,25,417951
3417953,"2-р баг, Баргилт",2,0-4,82,417953
3417953,"2-р баг, Баргилт",3,5-9,73,417953
3417953,"2-р баг, Баргилт",4,10-14,63,417953
3417953,"2-р баг, Баргилт",5,15-19,46,417953
3417953,"2-р баг, Баргилт",6,20-24,39,417953
3417953,"2-р баг, Баргилт",7,25-29,45,417953
3417953,"2-р баг, Баргилт",8,30-34,48,417953
3417953,"2-р баг, Баргилт",9,35-39,47,417953
3417953,"2-р баг, Баргилт",10,40-44,32,417953
3417953,"2-р баг, Баргилт",11,45-49,53,417953
3417953,"2-р баг, Баргилт",12,50-54,27,417953
3417953,"2-р баг, Баргилт",13,55-59,27,417953
3417953,"2-р баг, Баргилт",14,60-64,13,417953
3417953,"2-р баг, Баргилт",15,65-69,20,417953
3417953,"2-р баг, Баргилт",16,70+,24,417953
3417955,"3-р баг, Буянт",2,0-4,94,417955
3417955,"3-р баг, Буянт",3,5-9,99,417955
3417955,"3-р баг, Буянт",4,10-14,71,417955
3417955,"3-р баг, Буянт",5,15-19,46,417955
3417955,"3-р баг, Буянт",6,20-24,66,417955
3417955,"3-р баг, Буянт",7,25-29,44,417955
3417955,"3-р баг, Буянт",8,30-34,72,417955
3417955,"3-р баг, Буянт",9,35-39,52,417955
3417955,"3-р баг, Буянт",10,40-44,61,417955
3417955,"3-р баг, Буянт",11,45-49,36,417955
3417955,"3-р баг, Буянт",12,50-54,35,417955
3417955,"3-р баг, Буянт",13,55-59,34,417955
3417955,"3-р баг, Буянт",14,60-64,20,417955
3417955,"3-р баг, Буянт",15,65-69,18,417955
3417955,"3-р баг, Буянт",16,70+,20,417955
3417957,"4-р баг, Угалзат",2,0-4,163,417957
3417957,"4-р баг, Угалзат",3,5-9,140,417957
3417957,"4-р баг, Угалзат",4,10-14,115,417957
3417957,"4-р баг, Угалзат",5,15-19,90,417957
3417957,"4-р баг, Угалзат",6,20-24,113,417957
3417957,"4-р баг, Угалзат",7,25-29,101,417957
3417957,"4-р баг, Угалзат",8,30-34,78,417957
3417957,"4-р баг, Угалзат",9,35-39,77,417957
3417957,"4-р баг, Угалзат",10,40-44,83,417957
3417957,"4-р баг, Угалзат",11,45-49,83,417957
3417957,"4-р баг, Угалзат",12,50-54,59,417957
3417957,"4-р баг, Угалзат",13,55-59,45,417957
3417957,"4-р баг, Угалзат",14,60-64,30,417957
3417957,"4-р баг, Угалзат",15,65-69,16,417957
3417957,"4-р баг, Угалзат",16,70+,30,417957
3417959,"5-р баг, Улаанхудаг",2,0-4,125,417959
3417959,"5-р баг, Улаанхудаг",3,5-9,140,417959
3417959,"5-р баг, Улаанхудаг",4,10-14,85,417959
3417959,"5-р баг, Улаанхудаг",5,15-19,67,417959
3417959,"5-р баг, Улаанхудаг",6,20-24,71,417959
3417959,"5-р баг, Улаанхудаг",7,25-29,84,417959
3417959,"5-р баг, Улаанхудаг",8,30-34,104,417959
3417959,"5-р баг, Улаанхудаг",9,35-39,77,417959
3417959,"5-р баг, Улаанхудаг",10,40-44,56,417959
3417959,"5-р баг, Улаанхудаг",11,45-49,65,417959
3417959,"5-р баг, Улаанхудаг",12,50-54,88,417959
3417959,"5-р баг, Улаанхудаг",13,55-59,84,417959
3417959,"5-р баг, Улаанхудаг",14,60-64,65,417959
3417959,"5-р баг, Улаанхудаг",15,65-69,43,417959
3417959,"5-р баг, Улаанхудаг",16,70+,40,417959
3420151,1-р баг,2,0-4,326,420151
3420151,1-р баг,3,5-9,342,420151
3420151,1-р баг,4,10-14,265,420151
3420151,1-р баг,5,15-19,194,420151
3420151,1-р баг,6,20-24,233,420151
3420151,1-р баг,7,25-29,274,420151
3420151,1-р баг,8,30-34,276,420151
3420151,1-р баг,9,35-39,175,420151
3420151,1-р баг,10,40-44,208,420151
3420151,1-р баг,11,45-49,186,420151
3420151,1-р баг,12,50-54,164,420151
3420151,1-р баг,13,55-59,135,420151
3420151,1-р баг,14,60-64,97,420151
3420151,1-р баг,15,65-69,46,420151
3420151,1-р баг,16,70+,68,420151
3420153,2-р баг,2,0-4,442,420153
3420153,2-р баг,3,5-9,420,420153
3420153,2-р баг,4,10-14,330,420153
3420153,2-р баг,5,15-19,258,420153
3420153,2-р баг,6,20-24,252,420153
3420153,2-р баг,7,25-29,287,420153
3420153,2-р баг,8,30-34,268,420153
3420153,2-р баг,9,35-39,222,420153
3420153,2-р баг,10,40-44,172,420153
3420153,2-р баг,11,45-49,176,420153
3420153,2-р баг,12,50-54,174,420153
3420153,2-р баг,13,55-59,146,420153
3420153,2-р баг,14,60-64,84,420153
3420153,2-р баг,15,65-69,58,420153
3420153,2-р баг,16,70+,87,420153
3420155,3-р баг,2,0-4,597,420155
3420155,3-р баг,3,5-9,606,420155
3420155,3-р баг,4,10-14,446,420155
3420155,3-р баг,5,15-19,256,420155
3420155,3-р баг,6,20-24,271,420155
3420155,3-р баг,7,25-29,322,420155
3420155,3-р баг,8,30-34,415,420155
3420155,3-р баг,9,35-39,369,420155
3420155,3-р баг,10,40-44,247,420155
3420155,3-р баг,11,45-49,232,420155
3420155,3-р баг,12,50-54,189,420155
3420155,3-р баг,13,55-59,169,420155
3420155,3-р баг,14,60-64,134,420155
3420155,3-р баг,15,65-69,66,420155
3420155,3-р баг,16,70+,82,420155
3420157,4-р баг,2,0-4,106,420157
3420157,4-р баг,3,5-9,94,420157
3420157,4-р баг,4,10-14,85,420157
3420157,4-р баг,5,15-19,61,420157
3420157,4-р баг,6,20-24,61,420157
3420157,4-р баг,7,25-29,65,420157
3420157,4-р баг,8,30-34,64,420157
3420157,4-р баг,9,35-39,66,420157
3420157,4-р баг,10,40-44,54,420157
3420157,4-р баг,11,45-49,54,420157
3420157,4-р баг,12,50-54,49,420157
3420157,4-р баг,13,55-59,35,420157
3420157,4-р баг,14,60-64,25,420157
3420157,4-р баг,15,65-69,13,420157
3420157,4-р баг,16,70+,19,420157
3420159,5-р баг,2,0-4,85,420159
3420159,5-р баг,3,5-9,75,420159
3420159,5-р баг,4,10-14,70,420159
3420159,5-р баг,5,15-19,66,420159
3420159,5-р баг,6,20-24,57,420159
3420159,5-р баг,7,25-29,44,420159
3420159,5-р баг,8,30-34,43,420159
3420159,5-р баг,9,35-39,42,420159
3420159,5-р баг,10,40-44,65,420159
3420159,5-р баг,11,45-49,46,420159
3420159,5-р баг,12,50-54,49,420159
3420159,5-р баг,13,55-59,24,420159
3420159,5-р баг,14,60-64,16,420159
3420159,5-р баг,15,65-69,15,420159
3420159,5-р баг,16,70+,34,420159
3420161,6-р баг,2,0-4,89,420161
3420161,6-р баг,3,5-9,92,420161
3420161,6-р баг,4,10-14,75,420161
3420161,6-р баг,5,15-19,46,420161
3420161,6-р баг,6,20-24,61,420161
3420161,6-р баг,7,25-29,48,420161
3420161,6-р баг,8,30-34,50,420161
3420161,6-р баг,9,35-39,50,420161
3420161,6-р баг,10,40-44,62,420161
3420161,6-р баг,11,45-49,52,420161
3420161,6-р баг,12,50-54,31,420161
3420161,6-р баг,13,55-59,24,420161
3420161,6-р баг,14,60-64,20,420161
3420161,6-р баг,15,65-69,11,420161
3420161,6-р баг,16,70+,23,420161
3420451,1-р баг,2,0-4,81,420451
3420451,1-р баг,3,5-9,100,420451
3420451,1-р баг,4,10-14,61,420451
3420451,1-р баг,5,15-19,54,420451
3420451,1-р баг,6,20-24,56,420451
3420451,1-р баг,7,25-29,52,420451
3420451,1-р баг,8,30-34,41,420451
3420451,1-р баг,9,35-39,56,420451
3420451,1-р баг,10,40-44,45,420451
3420451,1-р баг,11,45-49,43,420451
3420451,1-р баг,12,50-54,31,420451
3420451,1-р баг,13,55-59,28,420451
3420451,1-р баг,14,60-64,37,420451
3420451,1-р баг,15,65-69,14,420451
3420451,1-р баг,16,70+,13,420451
3420453,2-р баг,2,0-4,41,420453
3420453,2-р баг,3,5-9,51,420453
3420453,2-р баг,4,10-14,32,420453
3420453,2-р баг,5,15-19,24,420453
3420453,2-р баг,6,20-24,23,420453
3420453,2-р баг,7,25-29,26,420453
3420453,2-р баг,8,30-34,38,420453
3420453,2-р баг,9,35-39,30,420453
3420453,2-р баг,10,40-44,31,420453
3420453,2-р баг,11,45-49,25,420453
3420453,2-р баг,12,50-54,30,420453
3420453,2-р баг,13,55-59,17,420453
3420453,2-р баг,14,60-64,9,420453
3420453,2-р баг,15,65-69,8,420453
3420453,2-р баг,16,70+,8,420453
3420751,1-р баг,2,0-4,353,420751
3420751,1-р баг,3,5-9,389,420751
3420751,1-р баг,4,10-14,265,420751
3420751,1-р баг,5,15-19,136,420751
3420751,1-р баг,6,20-24,191,420751
3420751,1-р баг,7,25-29,229,420751
3420751,1-р баг,8,30-34,283,420751
3420751,1-р баг,9,35-39,214,420751
3420751,1-р баг,10,40-44,165,420751
3420751,1-р баг,11,45-49,119,420751
3420751,1-р баг,12,50-54,124,420751
3420751,1-р баг,13,55-59,107,420751
3420751,1-р баг,14,60-64,67,420751
3420751,1-р баг,15,65-69,36,420751
3420751,1-р баг,16,70+,42,420751
3420753,2-р баг,2,0-4,119,420753
3420753,2-р баг,3,5-9,126,420753
3420753,2-р баг,4,10-14,99,420753
3420753,2-р баг,5,15-19,101,420753
3420753,2-р баг,6,20-24,77,420753
3420753,2-р баг,7,25-29,83,420753
3420753,2-р баг,8,30-34,81,420753
3420753,2-р баг,9,35-39,81,420753
3420753,2-р баг,10,40-44,71,420753
3420753,2-р баг,11,45-49,79,420753
3420753,2-р баг,12,50-54,59,420753
3420753,2-р баг,13,55-59,44,420753
3420753,2-р баг,14,60-64,33,420753
3420753,2-р баг,15,65-69,19,420753
3420753,2-р баг,16,70+,29,420753
3430151,"1-р баг, Хонгорморьт",2,0-4,208,430151
3430151,"1-р баг, Хонгорморьт",3,5-9,190,430151
3430151,"1-р баг, Хонгорморьт",4,10-14,190,430151
3430151,"1-р баг, Хонгорморьт",5,15-19,139,430151
3430151,"1-р баг, Хонгорморьт",6,20-24,133,430151
3430151,"1-р баг, Хонгорморьт",7,25-29,124,430151
3430151,"1-р баг, Хонгорморьт",8,30-34,167,430151
3430151,"1-р баг, Хонгорморьт",9,35-39,136,430151
3430151,"1-р баг, Хонгорморьт",10,40-44,130,430151
3430151,"1-р баг, Хонгорморьт",11,45-49,123,430151
3430151,"1-р баг, Хонгорморьт",12,50-54,108,430151
3430151,"1-р баг, Хонгорморьт",13,55-59,98,430151
3430151,"1-р баг, Хонгорморьт",14,60-64,80,430151
3430151,"1-р баг, Хонгорморьт",15,65-69,52,430151
3430151,"1-р баг, Хонгорморьт",16,70+,64,430151
3430153,"2-р баг, Цагаан-Эрэг",2,0-4,176,430153
3430153,"2-р баг, Цагаан-Эрэг",3,5-9,224,430153
3430153,"2-р баг, Цагаан-Эрэг",4,10-14,168,430153
3430153,"2-р баг, Цагаан-Эрэг",5,15-19,137,430153
3430153,"2-р баг, Цагаан-Эрэг",6,20-24,122,430153
3430153,"2-р баг, Цагаан-Эрэг",7,25-29,123,430153
3430153,"2-р баг, Цагаан-Эрэг",8,30-34,164,430153
3430153,"2-р баг, Цагаан-Эрэг",9,35-39,140,430153
3430153,"2-р баг, Цагаан-Эрэг",10,40-44,161,430153
3430153,"2-р баг, Цагаан-Эрэг",11,45-49,138,430153
3430153,"2-р баг, Цагаан-Эрэг",12,50-54,115,430153
3430153,"2-р баг, Цагаан-Эрэг",13,55-59,118,430153
3430153,"2-р баг, Цагаан-Эрэг",14,60-64,74,430153
3430153,"2-р баг, Цагаан-Эрэг",15,65-69,42,430153
3430153,"2-р баг, Цагаан-Эрэг",16,70+,51,430153
3430155,"3-р баг, Салхит",2,0-4,361,430155
3430155,"3-р баг, Салхит",3,5-9,409,430155
3430155,"3-р баг, Салхит",4,10-14,312,430155
3430155,"3-р баг, Салхит",5,15-19,255,430155
3430155,"3-р баг, Салхит",6,20-24,250,430155
3430155,"3-р баг, Салхит",7,25-29,246,430155
3430155,"3-р баг, Салхит",8,30-34,279,430155
3430155,"3-р баг, Салхит",9,35-39,271,430155
3430155,"3-р баг, Салхит",10,40-44,281,430155
3430155,"3-р баг, Салхит",11,45-49,245,430155
3430155,"3-р баг, Салхит",12,50-54,215,430155
3430155,"3-р баг, Салхит",13,55-59,171,430155
3430155,"3-р баг, Салхит",14,60-64,149,430155
3430155,"3-р баг, Салхит",15,65-69,83,430155
3430155,"3-р баг, Салхит",16,70+,89,430155
3430157,"4-р баг, Баянхаан",2,0-4,383,430157
3430157,"4-р баг, Баянхаан",3,5-9,386,430157
3430157,"4-р баг, Баянхаан",4,10-14,310,430157
3430157,"4-р баг, Баянхаан",5,15-19,212,430157
3430157,"4-р баг, Баянхаан",6,20-24,202,430157
3430157,"4-р баг, Баянхаан",7,25-29,241,430157
3430157,"4-р баг, Баянхаан",8,30-34,296,430157
3430157,"4-р баг, Баянхаан",9,35-39,208,430157
3430157,"4-р баг, Баянхаан",10,40-44,241,430157
3430157,"4-р баг, Баянхаан",11,45-49,216,430157
3430157,"4-р баг, Баянхаан",12,50-54,160,430157
3430157,"4-р баг, Баянхаан",13,55-59,181,430157
3430157,"4-р баг, Баянхаан",14,60-64,117,430157
3430157,"4-р баг, Баянхаан",15,65-69,71,430157
3430157,"4-р баг, Баянхаан",16,70+,74,430157
3430159,"5-р баг, Боргүвээ",2,0-4,404,430159
3430159,"5-р баг, Боргүвээ",3,5-9,381,430159
3430159,"5-р баг, Боргүвээ",4,10-14,312,430159
3430159,"5-р баг, Боргүвээ",5,15-19,231,430159
3430159,"5-р баг, Боргүвээ",6,20-24,240,430159
3430159,"5-р баг, Боргүвээ",7,25-29,245,430159
3430159,"5-р баг, Боргүвээ",8,30-34,308,430159
3430159,"5-р баг, Боргүвээ",9,35-39,253,430159
3430159,"5-р баг, Боргүвээ",10,40-44,205,430159
3430159,"5-р баг, Боргүвээ",11,45-49,216,430159
3430159,"5-р баг, Боргүвээ",12,50-54,192,430159
3430159,"5-р баг, Боргүвээ",13,55-59,211,430159
3430159,"5-р баг, Боргүвээ",14,60-64,196,430159
3430159,"5-р баг, Боргүвээ",15,65-69,104,430159
3430159,"5-р баг, Боргүвээ",16,70+,153,430159
3430161,"6-р баг, Орхон",2,0-4,218,430161
3430161,"6-р баг, Орхон",3,5-9,237,430161
3430161,"6-р баг, Орхон",4,10-14,184,430161
3430161,"6-р баг, Орхон",5,15-19,145,430161
3430161,"6-р баг, Орхон",6,20-24,158,430161
3430161,"6-р баг, Орхон",7,25-29,152,430161
3430161,"6-р баг, Орхон",8,30-34,197,430161
3430161,"6-р баг, Орхон",9,35-39,147,430161
3430161,"6-р баг, Орхон",10,40-44,159,430161
3430161,"6-р баг, Орхон",11,45-49,167,430161
3430161,"6-р баг, Орхон",12,50-54,174,430161
3430161,"6-р баг, Орхон",13,55-59,146,430161
3430161,"6-р баг, Орхон",14,60-64,101,430161
3430161,"6-р баг, Орхон",15,65-69,48,430161
3430161,"6-р баг, Орхон",16,70+,60,430161
3430163,"7-р баг, Ганзам",2,0-4,296,430163
3430163,"7-р баг, Ганзам",3,5-9,339,430163
3430163,"7-р баг, Ганзам",4,10-14,270,430163
3430163,"7-р баг, Ганзам",5,15-19,204,430163
3430163,"7-р баг, Ганзам",6,20-24,180,430163
3430163,"7-р баг, Ганзам",7,25-29,170,430163
3430163,"7-р баг, Ганзам",8,30-34,226,430163
3430163,"7-р баг, Ганзам",9,35-39,244,430163
3430163,"7-р баг, Ганзам",10,40-44,221,430163
3430163,"7-р баг, Ганзам",11,45-49,220,430163
3430163,"7-р баг, Ганзам",12,50-54,206,430163
3430163,"7-р баг, Ганзам",13,55-59,159,430163
3430163,"7-р баг, Ганзам",14,60-64,119,430163
3430163,"7-р баг, Ганзам",15,65-69,71,430163
3430163,"7-р баг, Ганзам",16,70+,93,430163
3430165,"8-р баг, Буурхээр",2,0-4,301,430165
3430165,"8-р баг, Буурхээр",3,5-9,301,430165
3430165,"8-р баг, Буурхээр",4,10-14,244,430165
3430165,"8-р баг, Буурхээр",5,15-19,191,430165
3430165,"8-р баг, Буурхээр",6,20-24,184,430165
3430165,"8-р баг, Буурхээр",7,25-29,202,430165
3430165,"8-р баг, Буурхээр",8,30-34,219,430165
3430165,"8-р баг, Буурхээр",9,35-39,184,430165
3430165,"8-р баг, Буурхээр",10,40-44,175,430165
3430165,"8-р баг, Буурхээр",11,45-49,184,430165
3430165,"8-р баг, Буурхээр",12,50-54,147,430165
3430165,"8-р баг, Буурхээр",13,55-59,123,430165
3430165,"8-р баг, Буурхээр",14,60-64,97,430165
3430165,"8-р баг, Буурхээр",15,65-69,73,430165
3430165,"8-р баг, Буурхээр",16,70+,74,430165
3430451,"1-р баг, Бүргэдэй",2,0-4,211,430451
3430451,"1-р баг, Бүргэдэй",3,5-9,233,430451
3430451,"1-р баг, Бүргэдэй",4,10-14,204,430451
3430451,"1-р баг, Бүргэдэй",5,15-19,175,430451
3430451,"1-р баг, Бүргэдэй",6,20-24,141,430451
3430451,"1-р баг, Бүргэдэй",7,25-29,116,430451
3430451,"1-р баг, Бүргэдэй",8,30-34,153,430451
3430451,"1-р баг, Бүргэдэй",9,35-39,147,430451
3430451,"1-р баг, Бүргэдэй",10,40-44,172,430451
3430451,"1-р баг, Бүргэдэй",11,45-49,146,430451
3430451,"1-р баг, Бүргэдэй",12,50-54,136,430451
3430451,"1-р баг, Бүргэдэй",13,55-59,106,430451
3430451,"1-р баг, Бүргэдэй",14,60-64,70,430451
3430451,"1-р баг, Бүргэдэй",15,65-69,35,430451
3430451,"1-р баг, Бүргэдэй",16,70+,49,430451
3430453,"2-р баг, Суварга",2,0-4,186,430453
3430453,"2-р баг, Суварга",3,5-9,188,430453
3430453,"2-р баг, Суварга",4,10-14,158,430453
3430453,"2-р баг, Суварга",5,15-19,126,430453
3430453,"2-р баг, Суварга",6,20-24,137,430453
3430453,"2-р баг, Суварга",7,25-29,129,430453
3430453,"2-р баг, Суварга",8,30-34,138,430453
3430453,"2-р баг, Суварга",9,35-39,113,430453
3430453,"2-р баг, Суварга",10,40-44,108,430453
3430453,"2-р баг, Суварга",11,45-49,118,430453
3430453,"2-р баг, Суварга",12,50-54,124,430453
3430453,"2-р баг, Суварга",13,55-59,82,430453
3430453,"2-р баг, Суварга",14,60-64,82,430453
3430453,"2-р баг, Суварга",15,65-69,30,430453
3430453,"2-р баг, Суварга",16,70+,31,430453
3430455,"3-р баг, Цөх",2,0-4,88,430455
3430455,"3-р баг, Цөх",3,5-9,93,430455
3430455,"3-р баг, Цөх",4,10-14,83,430455
3430455,"3-р баг, Цөх",5,15-19,74,430455
3430455,"3-р баг, Цөх",6,20-24,70,430455
3430455,"3-р баг, Цөх",7,25-29,80,430455
3430455,"3-р баг, Цөх",8,30-34,70,430455
3430455,"3-р баг, Цөх",9,35-39,56,430455
3430455,"3-р баг, Цөх",10,40-44,63,430455
3430455,"3-р баг, Цөх",11,45-49,68,430455
3430455,"3-р баг, Цөх",12,50-54,60,430455
3430455,"3-р баг, Цөх",13,55-59,54,430455
3430455,"3-р баг, Цөх",14,60-64,30,430455
3430455,"3-р баг, Цөх",15,65-69,25,430455
3430455,"3-р баг, Цөх",16,70+,26,430455
3430751,"1-р баг, Ивэн",2,0-4,105,430751
3430751,"1-р баг, Ивэн",3,5-9,101,430751
3430751,"1-р баг, Ивэн",4,10-14,83,430751
3430751,"1-р баг, Ивэн",5,15-19,53,430751
3430751,"1-р баг, Ивэн",6,20-24,66,430751
3430751,"1-р баг, Ивэн",7,25-29,66,430751
3430751,"1-р баг, Ивэн",8,30-34,64,430751
3430751,"1-р баг, Ивэн",9,35-39,63,430751
3430751,"1-р баг, Ивэн",10,40-44,55,430751
3430751,"1-р баг, Ивэн",11,45-49,43,430751
3430751,"1-р баг, Ивэн",12,50-54,44,430751
3430751,"1-р баг, Ивэн",13,55-59,30,430751
3430751,"1-р баг, Ивэн",14,60-64,17,430751
3430751,"1-р баг, Ивэн",15,65-69,11,430751
3430751,"1-р баг, Ивэн",16,70+,17,430751
3430753,"2-р баг, Бургалтай",2,0-4,109,430753
3430753,"2-р баг, Бургалтай",3,5-9,116,430753
3430753,"2-р баг, Бургалтай",4,10-14,103,430753
3430753,"2-р баг, Бургалтай",5,15-19,85,430753
3430753,"2-р баг, Бургалтай",6,20-24,72,430753
3430753,"2-р баг, Бургалтай",7,25-29,68,430753
3430753,"2-р баг, Бургалтай",8,30-34,55,430753
3430753,"2-р баг, Бургалтай",9,35-39,70,430753
3430753,"2-р баг, Бургалтай",10,40-44,62,430753
3430753,"2-р баг, Бургалтай",11,45-49,57,430753
3430753,"2-р баг, Бургалтай",12,50-54,47,430753
3430753,"2-р баг, Бургалтай",13,55-59,36,430753
3430753,"2-р баг, Бургалтай",14,60-64,23,430753
3430753,"2-р баг, Бургалтай",15,65-69,19,430753
3430753,"2-р баг, Бургалтай",16,70+,28,430753
3430755,"3-р баг, Цагаан-Овоо",2,0-4,164,430755
3430755,"3-р баг, Цагаан-Овоо",3,5-9,139,430755
3430755,"3-р баг, Цагаан-Овоо",4,10-14,122,430755
3430755,"3-р баг, Цагаан-Овоо",5,15-19,106,430755
3430755,"3-р баг, Цагаан-Овоо",6,20-24,120,430755
3430755,"3-р баг, Цагаан-Овоо",7,25-29,92,430755
3430755,"3-р баг, Цагаан-Овоо",8,30-34,101,430755
3430755,"3-р баг, Цагаан-Овоо",9,35-39,83,430755
3430755,"3-р баг, Цагаан-Овоо",10,40-44,72,430755
3430755,"3-р баг, Цагаан-Овоо",11,45-49,89,430755
3430755,"3-р баг, Цагаан-Овоо",12,50-54,76,430755
3430755,"3-р баг, Цагаан-Овоо",13,55-59,72,430755
3430755,"3-р баг, Цагаан-Овоо",14,60-64,60,430755
3430755,"3-р баг, Цагаан-Овоо",15,65-69,33,430755
3430755,"3-р баг, Цагаан-Овоо",16,70+,32,430755
3431051,"1-р баг, Хараа",2,0-4,205,431051
3431051,"1-р баг, Хараа",3,5-9,204,431051
3431051,"1-р баг, Хараа",4,10-14,196,431051
3431051,"1-р баг, Хараа",5,15-19,164,431051
3431051,"1-р баг, Хараа",6,20-24,156,431051
3431051,"1-р баг, Хараа",7,25-29,134,431051
3431051,"1-р баг, Хараа",8,30-34,149,431051
3431051,"1-р баг, Хараа",9,35-39,151,431051
3431051,"1-р баг, Хараа",10,40-44,165,431051
3431051,"1-р баг, Хараа",11,45-49,141,431051
3431051,"1-р баг, Хараа",12,50-54,113,431051
3431051,"1-р баг, Хараа",13,55-59,109,431051
3431051,"1-р баг, Хараа",14,60-64,61,431051
3431051,"1-р баг, Хараа",15,65-69,41,431051
3431051,"1-р баг, Хараа",16,70+,40,431051
3431053,"2-р баг, Баян",2,0-4,214,431053
3431053,"2-р баг, Баян",3,5-9,220,431053
3431053,"2-р баг, Баян",4,10-14,174,431053
3431053,"2-р баг, Баян",5,15-19,121,431053
3431053,"2-р баг, Баян",6,20-24,151,431053
3431053,"2-р баг, Баян",7,25-29,139,431053
3431053,"2-р баг, Баян",8,30-34,170,431053
3431053,"2-р баг, Баян",9,35-39,135,431053
3431053,"2-р баг, Баян",10,40-44,114,431053
3431053,"2-р баг, Баян",11,45-49,133,431053
3431053,"2-р баг, Баян",12,50-54,108,431053
3431053,"2-р баг, Баян",13,55-59,110,431053
3431053,"2-р баг, Баян",14,60-64,77,431053
3431053,"2-р баг, Баян",15,65-69,33,431053
3431053,"2-р баг, Баян",16,70+,59,431053
3431055,"3-р баг, Гонир",2,0-4,175,431055
3431055,"3-р баг, Гонир",3,5-9,196,431055
3431055,"3-р баг, Гонир",4,10-14,132,431055
3431055,"3-р баг, Гонир",5,15-19,107,431055
3431055,"3-р баг, Гонир",6,20-24,124,431055
3431055,"3-р баг, Гонир",7,25-29,138,431055
3431055,"3-р баг, Гонир",8,30-34,123,431055
3431055,"3-р баг, Гонир",9,35-39,106,431055
3431055,"3-р баг, Гонир",10,40-44,120,431055
3431055,"3-р баг, Гонир",11,45-49,92,431055
3431055,"3-р баг, Гонир",12,50-54,97,431055
3431055,"3-р баг, Гонир",13,55-59,82,431055
3431055,"3-р баг, Гонир",14,60-64,77,431055
3431055,"3-р баг, Гонир",15,65-69,37,431055
3431055,"3-р баг, Гонир",16,70+,39,431055
3431351,"1-р баг, Тавин",2,0-4,188,431351
3431351,"1-р баг, Тавин",3,5-9,190,431351
3431351,"1-р баг, Тавин",4,10-14,156,431351
