id ,aimag,sum,point_name,PID,B_gradWGS84,B_minWGS84,B_secWGS84,L_gradWGS84,L_minWGS84,L_secWGS84,N_UTM,E_UTM,ondor,B_degree,L_degree
801,Хэнтий ,Хэрлэн,ГЦХ-1 23-0009,GPSB00469,47,51,45.738768,110,32,24.615914,465607.9554,5301143.001,1515.36,47.8627052133333,110.540171087222
802,Хэнтий ,Хэрлэн,ГЦХ-1 23-0012,GPSB00470,47,20,4.642621,110,40,37.422579,475602.1549,5242401.196,1028.599,47.3346229502778,110.6770618275
803,Хэнтий ,Хэрлэн,ГЦХ-1 23-0013,GPSB00471,47,20,6.092968,110,40,56.028371,475992.7983,5242444.363,1027.785,47.3350258244444,110.682230103056
804,Хэнтий ,Хэрлэн,589,GPSB00472,47,19,50.486555,110,40,9.569892,475015.7845,5241966.647,1030.653,47.3306907097222,110.66932497
805,Хэнтий ,Хэрлэн,ГЦХ-1 23-0014,GPSB00473,47,19,28.12922,110,40,49.306,475846.9166,5241272.992,1026.011,47.3244803388889,110.680362777778
806,Хэнтий ,Хэрлэн,ГЦХ-1 23-0015,GPSB00474,47,19,18.825214,110,40,10.857549,475038.6664,5240989.141,1027.887,47.3218958927778,110.6696826525
807,Хэнтий ,Хэрлэн,ГЦХ-1 23-0016,GPSB00475,47,19,15.425591,110,39,43.870312,474471.7219,5240886.623,1028.78,47.3209515530556,110.662186197778
808,Хэнтий ,Хэрлэн,ГЦХ-1 23-0017,GPSB00476,47,19,11.467184,110,39,14.278432,473850.0047,5240767.151,1029.208,47.3198519955556,110.653966231111
809,Хэнтий ,Хэрлэн,ГЦХ-1 23-0018,GPSB00477,47,19,21.867648,110,39,12.256538,473808.9893,5241088.404,1029.899,47.3227410133333,110.653404593889
810,Хэнтий ,Хэрлэн,ГЦХ-1 23-0019,GPSB00478,46,54,7.167064,110,57,2.90651,496253.2681,5194273.977,1258.775,46.9019908511111,110.950807363889
811,Хэнтий ,Хэрлэн,ГЦХ-1 23-0020,GPSB00479,47,18,28.903543,110,38,23.653105,472781.2163,5239458.022,1028.447,47.3080287619444,110.639903640278
812,Хэнтий ,Хэрлэн,ГЦХ-1 23-0021,GPSB00480,47,19,7.369645,110,38,55.413725,473453.4299,5240642.431,1029.537,47.3187137902778,110.648726034722
813,Хэнтий ,Хэрлэн,  ГЦХ-1 23-0070,GPSB00481,47,55,9.251111,110,59,45.335191,499695.6569,5307323.759,1416.43,47.9192364197222,110.995926441944
814,Хэнтий ,Биндэр,  ГЦХ-1 23-0068,GPSB00482,48,3,59.32207,110,50,49.300925,488603.6485,5323700.378,1191.204,48.0664783527778,110.847028034722
815,Хэнтий ,Баян-Овоо,ГЦХ-1 23-0055,GPSB00483,47,47,21.975155,112,6,51.326976,583455.7564,5293498.613,939.557,47.7894375430556,112.114257493333
816,Хэнтий ,Цэнхэрмандал,ГЦХ-1 23-0027,GPSB00484,47,34,25.667103,108,31,3.539623,5274929.092,764540.0416,1651.36,47.5737964175,108.517649895278
817,Булган,Дашинчилэн,63-0049,GPSB00485,47,38,57.3889,104,9,22.396,5277664.6029,436632.6702,1412.6152,47.6492746944444,104.156221111111
818,Булган,Дашинчилэн,1688,L480263,47,45,22.3761,104,14,59.593,5289477.6127,443781.9835,1244.0473,47.7562155833333,104.249886944444
819,Булган,Дашинчилэн,63-0008,GPSB00486,47,41,36.8269,104,13,43.7657,5282529.951,442134.0423,1379.5975,47.6935630277778,104.228823805556
820,Булган,Дашинчилэн,63-0050,GPSB00487,47,43,49.2925,104,20,46.0147,5286538.4942,450969.605,1342.8626,47.7303590277778,104.346115194444
821,Булган,Дашинчилэн,63-0016,GPSB00488,47,48,21.5479,104,21,10.2587,5294939.4308,451544.8697,1022.6794,47.8059855277778,104.352849638889
822,Булган,Дашинчилэн,63-0037,GPSB00489,47,59,52.2437,104,0,20.5382,5316539.0417,425827.3639,1037.9894,47.9978454722222,104.005705055556
823,Булган,Дашинчилэн,63-0005,GPSB00490,47,59,57.3146,104,8,49.8283,5316569.1748,436382.3799,1241.9299,47.9992540555556,104.147174527778
824,Булган,Дашинчилэн,63-0010,GPSB00491,47,56,2.743,104,13,48.0427,5309262.1202,442489.4051,1078.6055,47.9340952777778,104.230011861111
825,Булган,Дашинчилэн,63-0004,GPSB00492,47,47,39.2056,103,54,41.1868,5294003.1461,418476.4593,1322.8118,47.7942237777778,103.911440777778
826,Булган,Дашинчилэн,ЦПСХА АТ 1661,L480290,47,36,16.1324,103,57,32.3278,5272866.4664,421753.2721,1574.9868,47.6044812222222,103.958979944444
827,Булган,Дашинчилэн,1687,GPSB00493,47,45,44.9455,104,5,40.6354,5290298.8393,432153.6446,1175.0849,47.7624848611111,104.094620944444
828,Булган,Дашинчилэн,63-0042,GPSB00494,47,49,45.4031,103,58,53.6717,5297827.6151,423780.1944,1226.7596,47.8292786388889,103.981575472222
829,Булган,Дашинчилэн,63-0047,GPSB00495,47,44,54.9657,103,58,51.1844,5288861.8442,423610.3467,1482.2611,47.7486015833333,103.980884555556
830,Булган,Баяннуур,63-0039,GPSB00496,47,57,40.3692,104,29,57.2488,5312110.6284,462617.298,1169.9459,47.9612136666667,104.499235777778
831,Булган,Баяннуур,63-0024,GPSB00497,47,48,35.8466,104,23,4.5872,5295361.4587,453926.2352,994.8847,47.8099573888889,104.384607555556
832,Булган,Баяннуур,1215,L480177,47,49,33.789,104,30,19.5578,5297085.377,462983.7023,1148.8988,47.8260525,104.505432722222
833,Булган,Баяннуур,63-0016,GPSB00498,47,51,22.1975,104,29,52.0667,5300435.9434,462433.8966,958.7867,47.8561659722222,104.497796305556
834,Булган,Бүрэгхангай,63-0014,GPSB00499,47,51,24.454,104,1,38.8348,5300841.3516,427252.2423,1016.9773,47.8567927777778,104.027454111111
835,Булган,Бүрэгхангай,63-0040,GPSB00500,48,1,3.0385,103,56,51.9373,5318782.0874,421534.6782,1090.99,48.0175106944444,103.947760361111
836,Булган,Бүрэгхангай,63-0019,GPSB00501,48,23,30.8336,104,26,49.6358,5360007.23,459071.1154,1191.2965,48.3918982222222,104.447121055556
837,Булган,Бүрэгхангай,63-0045,GPSB00502,48,38,56.4542,103,55,56.4225,5388989.6784,421361.959,1391.1814,48.6490150555556,103.932339583333
838,Булган,Бүрэгхангай,63-0038,GPSB00503,48,14,14.7971,104,11,44.0954,5343004.4141,440270.1267,1078.8725,48.2374436388889,104.195582055556
839,Булган,Бүрэгхангай,63-0048,GPSB00504,48,15,6.0132,103,48,38.8522,5344956.4915,411723.4758,1823.7295,48.2516703333333,103.810792277778
840,Булган,Гурванбулаг,63-0031,GPSB00505,47,35,29.8268,103,32,17.1403,5271947.347,390091.6314,1256.2036,47.5916185555556,103.538094527778
841,Булган,Гурванбулаг,63-0041,GPSB00506,47,32,7.5771,103,41,46.2153,5265491.9138,401870.9937,1795.0297,47.5354380833333,103.696170916667
842,Булган,Гурванбулаг,63-0025,GPSB00507,47,40,27.5261,103,20,32.5957,5281433.3428,375574.9244,1215.9916,47.6743128055556,103.342387694444
843,Булган,Гурванбулаг,63-0028,GPSB00508,47,51,49.454,103,35,12.5324,5302122.0331,394306.4764,1228.7479,47.8637372222222,103.586814555556
844,Булган,Гурванбулаг,63-0027,GPSB00509,47,52,35.5868,103,31,21.3421,5303636.1127,389530.7795,1349.3892,47.8765518888889,103.522595027778
845,Булган,Гурванбулаг,63-0044,GPSB00510,47,47,38.0967,103,40,22.2624,5294247.9722,400607.8442,1339.482,47.79391575,103.672850666667
846,Булган,Гурванбулаг,63-0029,GPSB00511,47,44,30.3965,103,44,3.2212,5288376.2591,405109.6159,1533.6526,47.7417768055556,103.734228111111
847,Булган,Гурванбулаг,63-0033,GPSB00512,47,54,20.5336,103,14,49.6453,5307306.7747,369007.2513,1242.9033,47.9057037777778,103.247123694444
848,Булган,Сэлэнгэ,63-0026,GPSB00513,49,29,15.1881,104,0,9.4671,5482134.9601,427765.0813,811.5768,49.48755225,104.00262975
849,Булган,Рашаант,63-0034,GPSB00514,47,26,58.7998,103,42,35.0158,5255942.7846,402732.939,1861.5125,47.4496666111111,103.709726611111
850,Булган,Рашаант,НИВЕЛ РККА-864,L480050,47,28,58.1467,103,43,30.7638,5259607.8076,403960.7127,1965.9585,47.4828185277778,103.725212166667
851,Булган,Хишиг-Өндөр,63-0001,GPSB00515,47,52,53.471,103,52,17.4327,5303748.1319,415627.627,1066.5878,47.8815197222222,103.871509083333
852,Булган,Хишиг-Өндөр,63-0021,GPSB00516,47,58,31.367,103,34,12.4623,5314553.0348,393288.4041,1450.0396,47.9753797222222,103.570128416667
853,Булган,Хишиг-Өндөр,63-0043,GPSB00517,48,32,38.9555,103,12,44.5661,5378326.3914,368062.5074,1297.4155,48.5441543055556,103.212379472222
854,Булган,Баян-Өндөр,63-0052,GPSB00518,49,6,15.2852,104,14,5.2105,5439326.3472,444147.0641,1547.0508,49.1042458888889,104.234780694444
855,Булган,Хангал,63-0023,GPSB00519,49,14,24.6612,104,8,53.2763,5454505.5846,437992.7317,1762.9802,49.2401836666667,104.148132305556
856,Булган,Бугат,63-0046,GPSB00520,49,13,49.1313,103,46,19.3215,5453784.8362,410599.3051,1822.4302,49.23031425,103.77203375
857,Булган,Жаргалант,63-0051,GPSB00521,49,7,13.8031,104,28,40.5854,5440982.6459,461907.5184,1624.2764,49.1205008611111,104.477940388889
858,Булган,Сайхан,63-0007,GPSB00522,48,29,42.0502,102,21,54.8363,5374674.1079,305354.0309,1716.1194,48.4950139444444,102.365232305556
859,Булган,Сайхан,63-0018,GPSB00523,48,37,19.9377,102,31,50.7631,5388402.4611,318039.1391,1728.9106,48.6222049166667,102.530767527778
860,Булган,Сайхан,1858,M480538,48,49,59.4122,102,21,9.9454,5412289.8473,305737.6741,1495.5317,48.8331700555556,102.352762611111
861,Булган,Орхон,63-0009,GPSB00524,48,40,59.5093,103,45,43.1712,5392978.7252,408876.9686,1368.7365,48.6831970277778,103.761992
862,Булган,Баян-Агт,63-0020,GPSB00525,49,2,22.2061,102,24,9.5615,5435097.0675,310183.0588,1742.1362,49.0395016944444,102.402655972222
863,Булган,Баян-Агт,1981,M480537,48,53,53.8969,102,10,36.8816,5419993.2598,293103.4071,1337.0745,48.8983046944444,102.176911555556
864,Булган,Баян-Агт,1312,M480245,48,51,23.8526,102,7,11.431,5415517.864,288745.836,1429.9775,48.8566257222222,102.119841944444
865,Завхан,Баянтэс,Урианхай овоо,M47076,49,49,42.41497,96,59,19.01008,5521497.67,355342.511,1908.694,49.8284486027778,96.9886139111111
866,Хөвсгөл,Цэцэрлэг,Шар хөндий,M47036,49,32,21.88998,98,4,30.38049,5487833.621,433084.898,2297.95,49.5394138833333,98.0751056916667
866,Хөвсгөл,Цэцэрлэг,Шар хөндий,M47036,49,32,21.88998,98,4,30.38049,5487833.621,433084.898,2297.95,49.5394138833333,98.0751056916667
